Site_Number,Sampling_Area,Notes,Cover_Type,Cover_Class_Name,Cover_Percent
1225,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1225,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,30
1225,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Rock,5
1225,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1226,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Lamiaceae-Agastache urticifolia,40
1226,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,10
1226,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1226,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1226,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1226,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,15
1226,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1227,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,25
1227,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1227,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1227,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1227,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1227,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,30
1227,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Rock,10
1227,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1228,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,25
1228,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,25
1228,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1228,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,10
1228,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1228,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1229,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Senecio serra,15
1229,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1229,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Rubiaceae-Galium boreale,10
1229,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,10
1229,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1229,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1229,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,30
1229,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1230,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Senecio serra,40
1230,CRBU: Carbon Creek,Voucher ID: 9009,Live Vegetation - Named Species,Cyperaceae-Carex praticola,10
1230,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1230,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,10
1230,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,35
1231,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,15
1231,CRBU: Carbon Creek,Voucher ID: 9035,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,10
1231,CRBU: Carbon Creek,Voucher ID: 9009,Live Vegetation - Named Species,Cyperaceae-Carex praticola,20
1231,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1231,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,40
1231,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1232,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Wyethia amplexicaulis,45
1232,CRBU: Carbon Creek,Voucher ID: 9036,Live Vegetation - Named Species,Ericaceae-Vaccinium scoparium,10
1232,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1232,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,25
1232,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1233,CRBU: Carbon Creek,"Initially mislabeled 1230, missing species-level cover information.",Live Vegetation - Other Species,Other Forb ,30
1233,CRBU: Carbon Creek,"Initially mislabeled 1230, missing species-level cover information.",Other Cover Types,Nonvegetated Dirt ,50
1233,CRBU: Carbon Creek,"Initially mislabeled 1230, missing species-level cover information.",Other Cover Types,Non-Photosynthetic Vegetation,20
1234,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,25
1234,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1234,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,45
1234,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1235,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,20
1235,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Polemoniaceae-Ipomopsis aggregata,10
1235,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1235,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,10
1235,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,30
1235,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Rock,10
1235,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1236,CRBU: Carbon Creek,Voucher ID: 9009,Live Vegetation - Named Species,Cyperaceae-Carex praticola,40
1236,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1236,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1236,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1236,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1236,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1237,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Viburnaceae-Sambucus racemosa,35
1237,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1237,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Lamiaceae-Agastache urticifolia,10
1237,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1237,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,10
1237,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,15
1237,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Rock,10
1237,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1238,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Lamiaceae-Agastache urticifolia,35
1238,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1238,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,15
1238,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1238,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1238,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,10
1238,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1239,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,15
1239,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Orobanchaceae-Castilleja septentrionalis,10
1239,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Rubiaceae-Galium boreale,10
1239,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Achillea millefolium,10
1239,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1239,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1239,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Dirt ,15
1239,CRBU: Carbon Creek,NA,Other Cover Types,Nonvegetated Rock,10
1239,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1240,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,30
1240,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,45
1240,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Apiaceae-Heracleum maximum,10
1240,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Caprifoliaceae-Symphoricarpos rotundifolius,10
1240,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1241,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,90
1241,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1241,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1242,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Senecio triangularis,60
1242,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,20
1242,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Apiaceae-Heracleum maximum,10
1242,CRBU: Carbon Creek,Voucher ID: 9037,Live Vegetation - Named Species,Poaceae-Calamagrostis canadensis,10
1243,CRBU: Carbon Creek,Voucher ID: 9027,Live Vegetation - Named Species,Cyperaceae-Carex utriculata,60
1243,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,20
1243,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1244,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,15
1244,CRBU: Carbon Creek,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1244,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Forb ,35
1244,CRBU: Carbon Creek,NA,Live Vegetation - Other Species,Other Graminoid ,30
1244,CRBU: Carbon Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1245,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Senecio triangularis,50
1245,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Boraginaceae-Mertensia ciliata,20
1245,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Apiaceae-Heracleum maximum,30
1246,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,40
1246,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,45
1246,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,10
1246,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1247,CRBU: North Pole Basin,"Nvp is flowers. Species/FT cover initially summed to less than PV cover, boosted other forb by 5%.",Live Vegetation - Named Species,Boraginaceae-Mertensia ciliata,25
1247,CRBU: North Pole Basin,"Nvp is flowers. Species/FT cover initially summed to less than PV cover, boosted other forb by 5%.",Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,20
1247,CRBU: North Pole Basin,"Nvp is flowers. Species/FT cover initially summed to less than PV cover, boosted other forb by 5%.",Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,20
1247,CRBU: North Pole Basin,Voucher ID: 9004,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,20
1247,CRBU: North Pole Basin,"Nvp is flowers. Species/FT cover initially summed to less than PV cover, boosted other forb by 5%.",Live Vegetation - Other Species,Other Forb ,10
1247,CRBU: North Pole Basin,"Nvp is flowers. Species/FT cover initially summed to less than PV cover, boosted other forb by 5%.",Other Cover Types,Non-Photosynthetic Vegetation,5
1248,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Apiaceae-Heracleum maximum,50
1248,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,35
1248,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,10
1248,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1249,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,10
1249,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Boraginaceae-Mertensia ciliata,90
1250,CRBU: North Pole Basin,Voucher ID: 9004,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,20
1250,CRBU: North Pole Basin,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo. High-NDVI outlier, further boosted all veg categories by 5%, reduced non-veg categories.",Live Vegetation - Other Species,Other Forb ,15
1250,CRBU: North Pole Basin,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo. High-NDVI outlier, further boosted all veg categories by 5%, reduced non-veg categories.",Live Vegetation - Other Species,Other Graminoid ,20
1250,CRBU: North Pole Basin,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo. High-NDVI outlier, further boosted all veg categories by 5%, reduced non-veg categories.",Live Vegetation - Other Species,Other Moss/Lichen,10
1250,CRBU: North Pole Basin,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo. High-NDVI outlier, further boosted all veg categories by 5%, reduced non-veg categories.",Other Cover Types,Nonvegetated Dirt ,25
1250,CRBU: North Pole Basin,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo. High-NDVI outlier, further boosted all veg categories by 5%, reduced non-veg categories.",Other Cover Types,Nonvegetated Rock,5
1250,CRBU: North Pole Basin,"Initially summed to 95%, boosted photosynthetic cover by 5% after reviewing photo. High-NDVI outlier, further boosted all veg categories by 5%, reduced non-veg categories.",Other Cover Types,Non-Photosynthetic Vegetation,5
1251,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,40
1251,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,20
1251,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,15
1251,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,10
1251,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Dirt ,10
1251,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1252,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Erigeron elatior,10
1252,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,25
1252,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,10
1252,CRBU: North Pole Basin,Voucher ID: 9004,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,20
1252,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Onagraceae-Chamaenerion angustifolium,10
1252,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,5
1252,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Dirt ,10
1252,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Rock,5
1252,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1253,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,10
1253,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,5
1253,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Graminoid ,10
1253,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Dirt ,50
1253,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Rock,15
1253,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1254,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,25
1254,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,15
1254,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Graminoid ,5
1254,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Dirt ,25
1254,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Rock,10
1254,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1255,CRBU: North Pole Basin,"High-NDVI outlier, boosted PV cover and named species by 10% after reviewing photo.",Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,25
1255,CRBU: North Pole Basin,Voucher ID: 9004,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,15
1255,CRBU: North Pole Basin,"High-NDVI outlier, boosted PV cover and named species by 10% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,15
1255,CRBU: North Pole Basin,"High-NDVI outlier, boosted PV cover and named species by 10% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,20
1255,CRBU: North Pole Basin,"High-NDVI outlier, boosted PV cover and named species by 10% after reviewing photo.",Other Cover Types,Nonvegetated Rock,10
1255,CRBU: North Pole Basin,"High-NDVI outlier, boosted PV cover and named species by 10% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,15
1256,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Arnica mollis,60
1256,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Asteraceae-Erigeron glacialis,15
1256,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,10
1256,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Graminoid ,5
1256,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Live Vegetation - Named Species,Ranunculaceae-Thalictrum fendleri,15
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Senecio crassulus,10
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,10
1257,CRBU: North Pole Basin,Voucher ID: 9004,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,10
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,10
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,5
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,10
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Other Cover Types,Nonvegetated Rock,10
1257,CRBU: North Pole Basin,"Initially mislabeled 1258, corrected 12/192025, initially summed to 90%, boosted rock and dirt by 5% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,20
1258,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,30
1258,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Forb ,20
1258,CRBU: North Pole Basin,NA,Live Vegetation - Other Species,Other Graminoid ,5
1258,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,45
1259,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Onagraceae-Chamaenerion angustifolium,40
1259,CRBU: North Pole Basin,Voucher ID: 9004,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,15
1259,CRBU: North Pole Basin,NA,Other Cover Types,Nonvegetated Dirt ,20
1259,CRBU: North Pole Basin,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1260,CRBU: North Pole Basin,NA,Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,10
